Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1783894430,388239148,21,1,1,0,0.00,0.25
1783894431,388238644,9,0,0,0,0.00,0.25
1783894432,388237511,20,0,0,0,0.00,0.25
1783894433,388235119,7,0,0,0,0.00,0.00
1783894434,388235189,11,0,0,0,0.00,0.25
1783894435,388234723,17,0,0,0,0.00,0.75
1783894436,388234794,19,0,0,0,0.00,0.25
1783894437,388234106,24,0,0,0,0.00,0.25
1783894438,388233973,27,0,0,0,0.00,0.50
1783894439,388239600,22,0,0,0,0.00,0.25
1783894440,388237838,12,0,0,0,0.00,0.00
1783894441,388242279,24,0,0,0,0.00,0.50
1783894442,388236684,21,0,0,0,0.00,0.75
1783894443,388235737,11,0,0,0,0.00,0.25
1783894444,388233791,16,0,0,0,0.00,0.25
1783894445,388234196,5,0,0,0,0.00,0.00
1783894446,388234805,14,0,0,0,0.00,0.25
1783894447,388235340,5,0,0,0,0.00,0.50
1783894448,388239689,10,0,0,0,0.00,0.25
1783894449,388238928,1,0,0,0,0.00,0.25
1783894450,388235667,14,0,0,0,0.00,0.75
1783894451,388233406,15,0,0,0,0.00,0.50
1783894452,388232275,9,0,0,0,0.00,0.50
1783894453,388230774,7,0,0,0,0.00,0.25
1783894454,388234012,6,0,0,0,0.00,0.25
1783894455,388240048,8,0,0,0,0.00,0.00
1783894456,388233639,10,0,0,0,0.00,0.25
1783894457,388233972,7,0,0,0,0.00,1.00
1783894458,388234026,7,0,0,0,0.00,0.50
1783894459,388234154,13,1,1,0,0.00,0.25
1783894460,388233728,4,0,0,0,0.00,0.25
1783894461,388232857,9,0,0,0,0.00,0.50
1783894462,388230522,7,0,0,0,0.00,0.50
1783894463,388233059,14,0,0,0,0.00,0.00
1783894464,388232484,12,0,0,0,0.00,0.25
1783894465,388233280,14,0,0,0,0.00,0.50
1783894466,388234909,2,0,0,0,0.00,0.25
1783894467,388233335,7,0,0,0,0.00,0.25
1783894468,388234167,5,0,0,0,0.00,0.25
1783894469,388232575,8,0,0,0,0.00,0.25
1783894470,388233464,4,0,0,0,0.00,0.75
1783894471,388233612,10,0,0,0,0.00,0.00
1783894472,388233352,7,0,0,0,0.00,0.50
1783894473,388232278,3,0,0,0,0.00,0.25
1783894474,388239094,6,0,0,0,0.00,0.00
1783894475,388236446,4,0,0,0,0.00,0.25
1783894476,388238613,14,1,1,0,0.00,0.50
1783894477,388233817,8,0,0,0,0.00,0.50
1783894478,388238355,17,0,0,0,0.00,0.25
1783894479,388234282,4,0,0,0,0.00,0.25
1783894480,388234875,18,0,0,0,0.00,0.50
1783894481,388234580,18,0,0,0,0.00,0.25
1783894482,388234136,18,1,1,0,0.00,0.25
1783894483,388236063,9,0,0,0,0.00,0.25
1783894484,388234139,17,0,0,0,0.00,0.25
1783894485,388239029,16,0,0,0,0.00,0.00
1783894486,388235678,38,0,0,0,0.00,0.25
1783894487,388233087,13,0,0,0,0.00,0.50
1783894488,388233163,23,0,0,0,0.00,0.25
1783894489,388232127,25,0,0,0,0.00,0.50
1783894490,388222647,21,0,0,0,0.00,0.50
1783894491,388241445,19,0,1,0,0.00,0.00
1783894492,388242428,40,0,0,0,0.00,1.24
1783894493,388242004,22,0,0,0,0.00,0.25
1783894494,388245451,22,0,0,0,0.00,0.25
1783894495,388244305,13,0,0,0,0.00,0.25
1783894496,388247048,16,0,0,0,0.00,0.00
1783894497,388243883,18,0,0,0,0.00,1.00
1783894498,388245923,9,0,0,0,0.00,0.00
1783894499,388246425,13,0,0,0,0.00,0.50
1783894500,388241539,4,0,0,0,0.00,0.50
1783894501,388254004,1,0,0,0,0.00,0.00
1783894502,388243859,6,0,0,0,0.00,0.50
1783894503,388251009,8,0,0,0,0.00,0.25
1783894504,388244660,22,0,0,0,0.00,0.25
1783894505,388267848,9,0,0,0,0.00,0.00
1783894506,388246925,13,1,1,0,0.00,0.25
1783894507,388256299,3,0,0,0,0.00,0.50
1783894508,388238154,5,0,0,0,0.00,0.00
1783894509,388257879,15,0,0,0,0.00,0.50
1783894510,388241864,6,0,0,0,0.00,0.50
1783894511,388246942,14,1,1,0,0.00,0.75
1783894512,388244834,17,0,0,0,0.00,0.00
1783894513,388244337,13,0,0,0,0.00,0.25
1783894514,388244749,8,0,0,0,0.00,0.75
1783894515,388241252,10,0,0,0,0.00,0.25
1783894516,388241904,19,1,1,0,0.00,0.00
1783894517,388253593,20,0,0,0,0.00,0.50
1783894518,388247282,32,0,0,0,0.00,0.25
1783894519,388245490,22,0,0,0,0.00,0.50
1783894520,388248272,17,0,0,0,0.00,0.25
1783894521,388259535,0,0,0,0,0.00,0.25
