Realtime_Seconds,Realtime_Nanoseconds,Interval_Unknown,Total_Unknown,Interval_Dropped,Total_Dropped,Interval_Truncated,Total_Truncated,Current_Queue,Max_Queue
1783804250,139923597,0,3,0,0,0,1,0,1
1783804251,139925468,0,3,0,0,0,1,0,1
1783804252,139918765,0,3,0,0,0,1,0,1
1783804253,139925451,0,3,0,0,0,1,0,1
1783804254,139927211,0,3,0,0,0,1,0,1
1783804255,139926378,0,3,0,0,0,1,0,1
1783804256,139924231,0,3,0,0,0,1,0,1
1783804257,139922751,0,3,0,0,0,1,0,1
1783804258,139925419,0,3,0,0,0,1,0,1
1783804259,139926365,0,3,0,0,0,1,0,1
1783804260,139926329,0,3,0,0,0,1,0,1
1783804261,139954886,0,3,0,0,0,1,0,1
1783804262,139957184,0,3,0,0,0,1,0,1
1783804263,139923334,0,3,0,0,0,1,0,1
1783804264,139922372,0,3,0,0,0,1,0,1
1783804265,139923023,0,3,0,0,0,1,0,1
1783804266,139926580,0,3,0,0,0,1,0,1
1783804267,139921212,0,3,0,0,0,1,0,1
1783804268,139926862,0,3,0,0,0,1,0,1
1783804269,139926123,0,3,0,0,0,1,0,1
1783804270,139925866,0,3,0,0,0,1,0,1
1783804271,139925665,0,3,0,0,0,1,0,1
1783804272,139919667,0,3,0,0,0,1,0,1
1783804273,139920448,0,3,0,0,0,1,0,1
1783804274,139955302,0,3,0,0,0,1,0,1
1783804275,139941953,0,3,0,0,0,1,0,1
1783804276,139924252,0,3,0,0,0,1,0,1
1783804277,139923755,0,3,0,0,0,1,0,1
1783804278,139920610,0,3,0,0,0,1,0,1
1783804279,139923798,0,3,0,0,0,1,0,1
1783804280,139922931,0,3,0,0,0,1,0,1
1783804281,139955323,0,3,0,0,0,1,0,1
1783804282,139922400,0,3,0,0,0,1,0,1
1783804283,139924774,0,3,0,0,0,1,0,1
1783804284,139921963,0,3,0,0,0,1,0,1
1783804285,139934818,0,3,0,0,0,1,0,1
1783804286,139921025,0,3,0,0,0,1,0,1
1783804287,139922085,0,3,0,0,0,1,0,1
1783804288,139920829,0,3,0,0,0,1,0,1
1783804289,139921851,0,3,0,0,0,1,0,1
1783804290,139921874,0,3,0,0,0,1,0,1
1783804291,139919545,0,3,0,0,0,1,0,1
1783804292,139954159,0,3,0,0,0,1,0,1
1783804293,139953867,0,3,0,0,0,1,0,1
1783804294,139916353,0,3,0,0,0,1,0,1
1783804295,139928209,0,3,0,0,0,1,0,1
1783804296,139923973,0,3,0,0,0,1,0,1
1783804297,139921200,0,3,0,0,0,1,0,1
1783804298,139922890,0,3,0,0,0,1,0,1
1783804299,139919672,0,3,0,0,0,1,0,1
1783804300,139919658,0,3,0,0,0,1,0,1
1783804301,139922756,0,3,0,0,0,1,0,1
1783804302,139923761,0,3,0,0,0,1,0,1
1783804303,139923414,0,3,0,0,0,1,0,1
1783804304,139925845,0,3,0,0,0,1,0,1
1783804305,139940628,0,3,0,0,0,1,0,1
1783804306,139920077,0,3,0,0,0,1,0,1
1783804307,139925379,0,3,0,0,0,1,0,1
1783804308,139925329,0,3,0,0,0,1,0,1
1783804309,139920723,0,3,0,0,0,1,0,1
1783804310,139926618,0,3,0,0,0,1,0,1
1783804311,139925234,0,3,0,0,0,1,0,1
1783804312,139925425,0,3,0,0,0,1,0,1
1783804313,139924283,0,3,0,0,0,1,0,1
1783804314,139919622,0,3,0,0,0,1,0,1
1783804315,139917943,0,3,0,0,0,1,0,1
1783804316,139918504,0,3,0,0,0,1,0,1
1783804317,139960436,0,3,0,0,0,1,0,1
1783804318,139920517,0,3,0,0,0,1,0,1
1783804319,139921393,0,3,0,0,0,1,0,1
1783804320,139923307,0,3,0,0,0,1,0,1
1783804321,139923776,0,3,0,0,0,1,0,1
1783804322,139924542,0,3,0,0,0,1,0,1
1783804323,139925178,0,3,0,0,0,1,0,1
1783804324,139933185,0,3,0,0,0,1,0,1
1783804325,139924247,0,3,0,0,0,1,0,1
1783804326,139920902,0,3,0,0,0,1,0,1
1783804327,139926298,0,3,0,0,0,1,0,1
1783804328,139927175,0,3,0,0,0,1,0,1
1783804329,139923997,0,3,0,0,0,1,0,1
1783804330,139925911,0,3,0,0,0,1,0,1
1783804331,139926492,0,3,0,0,0,1,0,1
1783804332,139922055,0,3,0,0,0,1,0,1
1783804333,139927118,0,3,0,0,0,1,0,1
1783804334,139925311,0,3,0,0,0,1,0,1
1783804335,139927300,0,3,0,0,0,1,0,1
1783804336,139925307,0,3,0,0,0,1,0,1
1783804337,139924704,0,3,0,0,0,1,0,1
1783804338,139925248,0,3,0,0,0,1,0,1
1783804339,139921164,0,3,0,0,0,1,0,2
1783804340,139923412,0,3,0,0,0,1,0,1
1783804341,139926642,0,3,0,0,0,1,0,1
1783804342,139927002,0,3,0,0,0,1,0,1
1783804343,139926991,0,3,0,0,0,1,0,1
1783804344,139927185,0,3,0,0,0,1,0,1
1783804345,139927063,0,3,0,0,0,1,0,1
1783804346,139924146,0,3,0,0,0,1,0,1
1783804347,139916376,0,3,0,0,0,1,0,1
1783804348,139923218,0,3,0,0,0,1,0,1
1783804349,139920912,0,3,0,0,0,1,0,1
1783804350,139917254,0,3,0,0,0,1,0,1
1783804351,139923448,0,3,0,0,0,1,0,1
1783804352,139926475,0,3,0,0,0,1,0,1
1783804353,139937280,0,3,0,0,0,1,0,1
1783804354,139923233,0,3,0,0,0,1,0,1
1783804355,139925909,0,3,0,0,0,1,0,1
1783804356,139924066,0,3,0,0,0,1,0,1
1783804357,139926556,0,3,0,0,0,1,0,1
1783804358,139927917,0,3,0,0,0,1,0,1
1783804359,139926056,0,3,0,0,0,1,0,1
1783804360,139922603,0,3,0,0,0,1,0,1
1783804361,139923001,0,3,0,0,0,1,0,1
1783804362,139919918,0,3,0,0,0,1,0,1
1783804363,139952538,0,3,0,0,0,1,0,1
1783804364,139924900,0,3,0,0,0,1,0,1
1783804365,139932113,0,3,0,0,0,1,0,1
1783804366,139924789,0,3,0,0,0,1,0,1
1783804367,139925225,0,3,0,0,0,1,0,1
1783804368,139925050,0,3,0,0,0,1,0,1
1783804369,139924615,0,3,0,0,0,1,0,1
1783804370,139921347,0,3,0,0,0,1,0,1
1783804371,139924839,0,3,0,0,0,1,0,1
1783804372,139924608,0,3,0,0,0,1,0,1
1783804373,139920952,0,3,0,0,0,1,0,1
1783804374,139922907,0,3,0,0,0,1,0,1
1783804375,139924065,0,3,0,0,0,1,0,1
1783804376,139925835,0,3,0,0,0,1,0,1
1783804377,139921882,0,3,0,0,0,1,0,1
1783804378,139925245,0,3,0,0,0,1,0,1
1783804379,139923755,0,3,0,0,0,1,0,1
1783804380,139925229,0,3,0,0,0,1,0,1
1783804381,139923795,0,3,0,0,0,1,0,1
1783804382,139923676,0,3,0,0,0,1,0,1
1783804383,139924854,0,3,0,0,0,1,0,1
1783804384,139987012,0,3,0,0,0,1,0,1
1783804385,139923154,0,3,0,0,0,1,0,1
1783804386,139923424,0,3,0,0,0,1,0,1
1783804387,139921380,0,3,0,0,0,1,0,1
1783804388,139925798,0,3,0,0,0,1,0,1
1783804389,139926791,0,3,0,0,0,1,0,1
1783804390,139925784,0,3,0,0,0,1,0,1
1783804391,139922943,0,3,0,0,0,1,0,1
1783804392,139923399,0,3,0,0,0,1,0,1
1783804393,139923170,0,3,0,0,0,1,0,1
1783804394,139920904,0,3,0,0,0,1,0,1
1783804395,139927008,0,3,0,0,0,1,0,1
1783804396,139924353,1,4,0,0,0,1,0,1
1783804397,139950532,0,4,0,0,0,1,0,1
1783804398,139923673,0,4,0,0,0,1,0,1
1783804399,139919907,0,4,0,0,0,1,0,1
1783804400,139917586,0,4,0,0,0,1,0,1
1783804401,139924524,0,4,0,0,0,1,0,1
1783804402,139926962,0,4,0,0,0,1,0,1
1783804403,139923993,0,4,0,0,0,1,0,1
1783804404,139920413,0,4,0,0,0,1,0,1
1783804405,139944740,0,4,0,0,0,1,0,1
1783804406,139920030,0,4,0,0,0,1,0,1
1783804407,139927468,0,4,0,0,0,1,0,1
1783804408,139922907,0,4,0,0,0,1,0,1
1783804409,139926697,0,4,0,0,0,1,0,1
1783804410,139921025,0,4,0,0,0,1,0,1
1783804411,139926112,0,4,0,0,0,1,0,1
1783804412,139925180,0,4,0,0,0,1,0,1
1783804413,139923989,0,4,0,0,0,1,0,1
1783804414,139925928,0,4,0,0,0,1,0,1
1783804415,139925219,0,4,0,0,0,1,0,1
1783804416,139926713,0,4,0,0,0,1,0,1
1783804417,139924504,0,4,0,0,0,1,0,1
1783804418,139926999,0,4,0,0,0,1,0,1
1783804419,139926160,0,4,0,0,0,1,0,1
1783804420,139927211,0,4,0,0,0,1,0,1
1783804421,139925909,0,4,0,0,0,1,0,1
1783804422,139926423,0,4,0,0,0,1,0,1
1783804423,139919548,0,4,0,0,0,1,0,1
1783804424,139951801,0,4,0,0,0,1,0,1
1783804425,139922815,0,4,0,0,0,1,0,1
1783804426,139919829,0,4,0,0,0,1,0,1
1783804427,139924176,0,4,0,0,0,1,0,1
1783804428,139923264,0,4,0,0,0,1,0,1
1783804429,139927204,0,4,0,0,0,1,0,1
1783804430,139921514,0,4,0,0,0,1,0,1
1783804431,139922287,0,4,0,0,0,1,0,1
1783804432,139926912,0,4,0,0,0,1,0,1
1783804433,139925501,0,4,0,0,0,1,0,1
1783804434,139953366,0,4,0,0,0,1,0,1
1783804435,139924936,0,4,0,0,0,1,0,1
1783804436,139936932,0,4,0,0,0,1,0,1
1783804437,139921521,0,4,0,0,0,1,0,1
1783804438,139921202,0,4,0,0,0,1,0,1
1783804439,139919661,0,4,0,0,0,1,0,1
1783804440,139919842,0,4,0,0,0,1,0,1
1783804441,139918042,0,4,0,0,0,1,0,1
1783804442,139920964,0,4,0,0,0,1,0,1
1783804443,139918609,0,4,0,0,0,1,0,1
1783804444,139923253,0,4,0,0,0,1,0,1
1783804445,139919342,0,4,0,0,0,1,0,1
1783804446,139921968,0,4,0,0,0,1,0,1
1783804447,139926520,0,4,0,0,0,1,0,1
1783804448,139925738,0,4,0,0,0,1,0,1
1783804449,139925976,0,4,0,0,0,1,0,1
1783804450,139926658,0,4,0,0,0,1,0,1
1783804451,139921302,0,4,0,0,0,1,0,1
1783804452,139920799,0,4,0,0,0,1,0,1
1783804453,139923981,0,4,0,0,0,1,0,1
1783804454,139925571,0,4,0,0,0,1,0,1
1783804455,139924697,0,4,0,0,0,1,0,1
1783804456,139926028,0,4,0,0,0,1,0,1
1783804457,139925580,0,4,0,0,0,1,0,1
1783804458,139923763,0,4,0,0,0,1,0,1
1783804459,139926130,0,4,0,0,0,1,0,1
1783804460,139925165,0,4,0,0,0,1,0,1
1783804461,139923458,0,4,0,0,0,1,0,1
1783804462,139923567,0,4,0,0,0,1,0,1
1783804463,139927471,0,4,0,0,0,1,0,1
1783804464,139927395,0,4,0,0,0,1,0,1
1783804465,139927281,0,4,0,0,0,1,0,1
1783804466,139926168,0,4,0,0,0,1,0,1
1783804467,139925499,0,4,0,0,0,1,0,1
