Realtime_Seconds,Realtime_Nanoseconds,Interval_Unknown,Total_Unknown,Interval_Dropped,Total_Dropped,Interval_Truncated,Total_Truncated,Current_Queue,Max_Queue
1783787901,938361394,0,1,0,0,0,0,0,1
1783787902,938360848,0,1,0,0,0,0,0,1
1783787903,938362875,0,1,0,0,0,0,0,1
1783787904,938366978,0,1,0,0,0,0,0,1
1783787905,938364191,0,1,0,0,0,0,0,1
1783787906,938361091,0,1,0,0,0,0,0,1
1783787907,938361231,0,1,0,0,0,0,0,1
1783787908,938367464,0,1,0,0,0,0,0,1
1783787909,938359716,0,1,0,0,0,0,0,1
1783787910,938388968,0,1,0,0,0,0,0,1
1783787911,938362592,0,1,0,0,0,0,0,1
1783787912,938369622,0,1,0,0,0,0,0,1
1783787913,938357320,0,1,0,0,0,0,0,1
1783787914,938361130,0,1,0,0,0,0,0,1
1783787915,938364032,0,1,0,0,0,0,0,1
1783787916,938366656,0,1,0,0,0,0,0,1
1783787917,938361393,0,1,0,0,0,0,0,1
1783787918,938361018,0,1,0,0,0,0,0,1
1783787919,938357773,0,1,0,0,0,0,0,1
1783787920,938398825,0,1,0,0,0,0,0,1
1783787921,938359804,0,1,0,0,0,0,0,1
1783787922,938364338,0,1,0,0,0,0,0,1
1783787923,938395835,0,1,0,0,0,0,0,1
1783787924,938369999,0,1,0,0,0,0,0,1
1783787925,938363275,0,1,0,0,0,0,0,1
1783787926,938360977,0,1,0,0,0,0,0,1
1783787927,938360643,0,1,0,0,0,0,0,1
1783787928,938361216,0,1,0,0,0,0,0,1
1783787929,938360160,0,1,0,0,0,0,0,1
1783787930,938363067,0,1,0,0,0,0,0,1
1783787931,938363585,0,1,0,0,0,0,0,1
1783787932,938364419,0,1,0,0,0,0,0,1
1783787933,938372512,0,1,0,0,0,0,0,1
1783787934,938363791,0,1,0,0,0,0,0,1
1783787935,938363903,0,1,0,0,0,0,0,1
1783787936,938358831,0,1,0,0,0,0,0,1
1783787937,938359073,0,1,0,0,0,0,0,1
1783787938,938361649,0,1,0,0,0,0,0,1
1783787939,938361504,0,1,0,0,0,0,0,1
1783787940,938364081,0,1,0,0,0,0,0,1
1783787941,938359547,0,1,0,0,0,0,0,1
1783787942,938360772,0,1,0,0,0,0,0,1
1783787943,938362109,0,1,0,0,0,0,0,1
1783787944,938364502,0,1,0,0,0,0,0,1
1783787945,938361210,0,1,0,0,0,0,0,1
1783787946,938358567,0,1,0,0,0,0,0,1
1783787947,938361590,0,1,0,0,0,0,0,1
1783787948,938367577,0,1,0,0,0,0,0,1
1783787949,938359157,0,1,0,0,0,0,0,1
1783787950,938362496,0,1,0,0,0,0,0,1
1783787951,938360113,0,1,0,0,0,0,0,1
1783787952,938361879,0,1,0,0,0,0,0,1
1783787953,938362015,0,1,0,0,0,0,0,1
1783787954,938361263,0,1,0,0,0,0,0,1
1783787955,938361141,0,1,0,0,0,0,0,1
1783787956,938361464,0,1,0,0,0,0,0,1
1783787957,938387397,0,1,0,0,0,0,0,1
1783787958,938361184,0,1,0,0,0,0,0,1
1783787959,938359267,0,1,0,0,0,0,0,1
1783787960,938360942,0,1,0,0,0,0,0,1
1783787961,938359766,0,1,0,0,0,0,0,1
1783787962,938359553,0,1,0,0,0,0,0,1
1783787963,938358897,0,1,0,0,0,0,0,1
1783787964,938360592,0,1,0,0,0,0,0,1
1783787965,938361232,1,2,0,0,0,0,0,1
1783787966,938362502,0,2,0,0,0,0,0,1
1783787967,938361106,0,2,0,0,0,0,0,1
1783787968,938361858,0,2,0,0,0,0,0,1
1783787969,938360443,0,2,0,0,0,0,0,1
1783787970,938361511,0,2,0,0,0,0,0,1
1783787971,938360708,0,2,0,0,0,0,0,1
1783787972,938361480,0,2,0,0,0,0,0,1
1783787973,938358715,0,2,0,0,0,0,0,1
1783787974,938358395,0,2,0,0,0,0,0,1
1783787975,938358519,0,2,0,0,0,0,0,1
1783787976,938360514,1,3,0,0,0,0,0,1
1783787977,938362676,0,3,0,0,0,0,0,1
1783787978,938361487,0,3,0,0,0,0,0,1
1783787979,938358224,0,3,0,0,0,0,0,1
1783787980,938361165,0,3,0,0,0,0,0,1
1783787981,938358643,0,3,0,0,0,0,0,1
1783787982,938366306,0,3,0,0,0,0,0,1
1783787983,938386136,0,3,0,0,0,0,0,1
1783787984,938403560,0,3,0,0,0,0,0,1
1783787985,938361632,0,3,0,0,0,0,0,1
1783787986,938360519,0,3,0,0,0,0,0,1
1783787987,938360295,0,3,0,0,0,0,0,1
1783787988,938360590,0,3,0,0,0,0,0,1
1783787989,938359644,0,3,0,0,0,0,0,1
1783787990,938361699,0,3,0,0,0,0,0,1
1783787991,938359087,0,3,0,0,0,0,0,1
1783787992,938359457,0,3,0,0,0,0,0,1
1783787993,938362772,0,3,0,0,0,0,0,1
1783787994,938362458,0,3,0,0,0,0,0,1
1783787995,938360754,0,3,0,0,0,0,0,1
1783787996,938357033,0,3,0,0,0,0,0,1
1783787997,938434108,0,3,0,0,0,0,0,1
1783787998,938361017,0,3,0,0,0,0,0,1
1783787999,938360223,0,3,0,0,0,0,0,1
1783788000,938361039,0,3,0,0,0,0,0,1
1783788001,938358245,0,3,0,0,0,0,0,1
1783788002,938388359,0,3,0,0,0,0,0,1
1783788003,938357954,0,3,0,0,0,0,0,1
1783788004,938353291,0,3,0,0,0,0,0,1
1783788005,938359628,0,3,0,0,0,0,0,1
1783788006,938395557,1,4,0,0,0,0,0,1
1783788007,938358857,0,4,0,0,0,0,0,1
1783788008,938361028,0,4,0,0,0,0,0,1
1783788009,938359514,0,4,0,0,0,0,0,1
1783788010,938360185,0,4,0,0,0,0,0,1
1783788011,938359727,0,4,0,0,0,0,0,1
1783788012,938360844,0,4,0,0,0,0,0,1
1783788013,938364757,0,4,0,0,0,0,0,1
1783788014,938361207,0,4,0,0,0,0,0,1
1783788015,938361583,0,4,0,0,0,0,0,1
1783788016,938360479,0,4,0,0,0,0,0,1
1783788017,938369634,0,4,0,0,0,0,0,1
1783788018,938363103,1,5,0,0,0,0,0,1
1783788019,938354796,0,5,0,0,0,0,0,1
1783788020,938360673,0,5,0,0,0,0,0,1
1783788021,938361607,0,5,0,0,0,0,0,1
1783788022,938359411,0,5,0,0,0,0,0,1
1783788023,938359216,0,5,0,0,0,0,0,1
1783788024,938361335,0,5,0,0,0,0,0,1
1783788025,938359104,0,5,0,0,0,0,0,1
1783788026,938357187,0,5,0,0,0,0,0,1
1783788027,938354807,0,5,0,0,0,0,0,1
1783788028,938361983,0,5,0,0,0,0,0,1
1783788029,938359530,0,5,0,0,0,0,0,1
1783788030,938356929,0,5,0,0,0,0,0,1
1783788031,938402458,0,5,0,0,0,0,0,1
1783788032,938372487,0,5,0,0,0,0,0,1
1783788033,938371313,0,5,0,0,0,0,0,1
1783788034,938366065,0,5,0,0,0,0,0,1
1783788035,938393057,0,5,0,0,0,0,0,1
1783788036,938362569,0,5,0,0,0,0,0,1
1783788037,938362062,0,5,0,0,0,0,0,1
1783788038,938359482,0,5,0,0,0,0,0,1
1783788039,938361994,1,6,0,0,0,0,0,1
1783788040,938362378,0,6,0,0,0,0,0,1
1783788041,938358613,0,6,0,0,0,0,0,1
1783788042,938357459,0,6,0,0,0,0,0,1
1783788043,938361250,0,6,0,0,0,0,0,1
1783788044,938360153,0,6,0,0,0,0,0,1
1783788045,938361130,0,6,0,0,0,0,0,1
1783788046,938388199,0,6,0,0,0,0,0,1
1783788047,938361992,0,6,0,0,0,0,0,1
1783788048,938360618,0,6,0,0,0,0,0,1
1783788049,938359910,0,6,0,0,0,0,0,1
1783788050,938356000,1,7,0,0,0,0,0,1
1783788051,938361311,0,7,0,0,0,0,0,1
1783788052,938361160,0,7,0,0,0,0,0,1
1783788053,938359176,0,7,0,0,0,0,0,1
1783788054,938361193,0,7,0,0,0,0,0,1
1783788055,938361394,0,7,0,0,0,0,0,1
1783788056,938360911,0,7,0,0,0,0,0,1
1783788057,938354539,0,7,0,0,0,0,0,1
1783788058,938360797,0,7,0,0,0,0,0,1
1783788059,938365481,0,7,0,0,0,0,0,1
1783788060,938360443,0,7,0,0,0,0,0,1
1783788061,938360480,0,7,0,0,0,0,0,1
1783788062,938360572,0,7,0,0,0,0,0,1
1783788063,938362942,0,7,0,0,0,0,0,1
1783788064,938355702,0,7,0,0,0,0,0,1
1783788065,938354573,0,7,0,0,0,0,0,1
1783788066,938360536,0,7,0,0,0,0,0,1
1783788067,938362148,0,7,0,0,0,0,0,1
1783788068,938365612,0,7,0,0,0,0,0,1
1783788069,938359910,1,8,0,0,0,0,0,1
1783788070,938361134,0,8,0,0,0,0,0,1
1783788071,938357395,0,8,0,0,0,0,0,1
1783788072,938367360,0,8,0,0,0,0,0,1
1783788073,938361251,0,8,0,0,0,0,0,1
1783788074,938360791,0,8,0,0,0,0,0,1
1783788075,938360479,0,8,0,0,0,0,0,1
1783788076,938355464,0,8,0,0,0,0,0,1
1783788077,938360985,0,8,0,0,0,0,0,1
1783788078,938390192,0,8,0,0,0,0,0,1
1783788079,938359863,0,8,0,0,0,0,0,1
1783788080,938357330,0,8,0,0,0,0,0,1
1783788081,938374371,0,8,0,0,0,0,0,1
1783788082,938355283,0,8,0,0,0,0,0,1
1783788083,938360844,0,8,0,0,0,0,0,1
1783788084,938370589,0,8,0,0,0,0,0,1
1783788085,938360965,0,8,0,0,0,0,0,1
1783788086,938363637,0,8,0,0,0,0,0,1
1783788087,938357161,0,8,0,0,0,0,0,1
1783788088,938370112,0,8,0,0,0,0,0,1
1783788089,938360599,0,8,0,0,0,0,0,1
1783788090,938360921,0,8,0,0,0,0,0,1
1783788091,938396982,0,8,0,0,0,0,0,1
1783788092,938367341,0,8,0,0,0,0,0,1
1783788093,938389200,0,8,0,0,0,0,0,1
1783788094,938359300,0,8,0,0,0,0,0,1
1783788095,938353252,0,8,0,0,0,0,0,1
1783788096,938368649,0,8,0,0,0,0,0,1
1783788097,938363120,0,8,0,0,0,0,0,1
1783788098,938360758,0,8,0,0,0,0,0,1
1783788099,938363322,0,8,0,0,0,0,0,1
1783788100,938360886,0,8,0,0,0,0,0,1
1783788101,938354173,0,8,0,0,0,0,0,1
1783788102,938362201,0,8,0,0,0,0,0,1
1783788103,938358228,0,8,0,0,0,0,0,1
1783788104,938362590,0,8,0,0,0,0,0,1
1783788105,938360303,0,8,0,0,0,0,0,1
1783788106,938360276,0,8,0,0,0,0,0,1
1783788107,938397175,0,8,0,0,0,0,0,1
1783788108,938354705,0,8,0,0,0,0,0,1
1783788109,938358715,0,8,0,0,0,0,0,1
1783788110,938373504,0,8,0,0,0,0,0,1
1783788111,938359738,0,8,0,0,0,0,0,1
1783788112,938358842,0,8,0,0,0,0,0,1
1783788113,938360576,0,8,0,0,0,0,0,1
1783788114,938359976,0,8,0,0,0,0,0,1
1783788115,938361451,0,8,0,0,0,0,0,1
1783788116,938362186,0,8,0,0,0,0,0,1
1783788117,938358902,0,8,0,0,0,0,0,1
1783788118,938357304,0,8,0,0,0,0,0,1
1783788119,938394372,0,8,0,0,0,0,0,1
1783788120,938361496,0,8,0,0,0,0,0,1
1783788121,938360140,0,8,0,0,0,0,0,1
1783788122,938361505,0,8,0,0,0,0,0,1
1783788123,938360815,0,8,0,0,0,0,0,1
1783788124,938370755,0,8,0,0,0,0,0,1
1783788125,938361492,0,8,0,0,0,0,0,1
1783788126,938359543,0,8,0,0,0,0,0,1
1783788127,938361688,0,8,0,0,0,0,0,1
1783788128,938360962,0,8,0,0,0,0,0,1
1783788129,938358644,0,8,0,0,0,0,0,1
1783788130,938361288,0,8,0,0,0,0,0,1
1783788131,938359767,0,8,0,0,0,0,0,1
1783788132,938362375,0,8,0,0,0,0,0,1
1783788133,938353891,0,8,0,0,0,0,0,1
1783788134,938362704,0,8,0,0,0,0,0,1
1783788135,938361257,0,8,0,0,0,0,0,1
1783788136,938358774,0,8,0,0,0,0,0,1
1783788137,938361402,0,8,0,0,0,0,0,1
1783788138,938387937,0,8,0,0,0,0,0,1
1783788139,938360862,0,8,0,0,0,0,0,1
1783788140,938360473,0,8,0,0,0,0,0,1
1783788141,938358638,0,8,0,0,0,0,0,1
1783788142,938358027,0,8,0,0,0,0,0,1
1783788143,938361656,0,8,0,0,0,0,0,1
1783788144,938361248,0,8,0,0,0,0,0,1
1783788145,938358600,0,8,0,0,0,0,0,1
1783788146,938393952,0,8,0,0,0,0,0,1
1783788147,938359860,0,8,0,0,0,0,0,1
1783788148,938355602,0,8,0,0,0,0,0,1
1783788149,938357621,0,8,0,0,0,0,0,1
1783788150,938361141,0,8,0,0,0,0,0,1
1783788151,938361290,0,8,0,0,0,0,0,1
1783788152,938354477,0,8,0,0,0,0,0,1
1783788153,938362349,0,8,0,0,0,0,0,1
1783788154,938359036,0,8,0,0,0,0,0,1
1783788155,938361797,0,8,0,0,0,0,0,1
1783788156,938358633,0,8,0,0,0,0,0,1
1783788157,938360228,0,8,0,0,0,0,0,1
1783788158,938360490,0,8,0,0,0,0,0,1
1783788159,938353808,0,8,0,0,0,0,0,1
1783788160,938354237,0,8,0,0,0,0,0,1
1783788161,938358110,0,8,0,0,0,0,0,1
1783788162,938360484,0,8,0,0,0,0,0,1
1783788163,938357488,0,8,0,0,0,0,0,1
1783788164,938366381,0,8,0,0,0,0,0,1
1783788165,938360459,0,8,0,0,0,0,0,1
1783788166,938362149,0,8,0,0,0,0,0,1
1783788167,938359542,0,8,0,0,0,0,0,1
1783788168,938369362,0,8,0,0,0,0,0,1
1783788169,938362515,0,8,0,0,0,0,0,1
1783788170,938362613,0,8,0,0,0,0,0,1
1783788171,938431803,0,8,0,0,0,0,0,1
1783788172,938368975,0,8,0,0,0,0,0,1
1783788173,938359870,0,8,0,0,0,0,0,1
1783788174,938357339,0,8,0,0,0,0,0,1
1783788175,938361345,0,8,0,0,0,0,0,1
1783788176,938354611,0,8,0,0,0,0,0,1
1783788177,938361061,0,8,0,0,0,0,0,1
1783788178,938361068,0,8,0,0,0,0,0,1
1783788179,938360520,0,8,0,0,0,0,0,1
1783788180,938404749,0,8,0,0,0,0,0,1
1783788181,938386664,0,8,0,0,0,0,0,1
1783788182,938361912,0,8,0,0,0,0,0,1
1783788183,938361679,0,8,0,0,0,0,0,1
1783788184,938368390,0,8,0,0,0,0,0,1
1783788185,938362158,0,8,0,0,0,0,0,1
1783788186,938362222,0,8,0,0,0,0,0,1
1783788187,938360656,0,8,0,0,0,0,0,1
1783788188,938399831,0,8,0,0,0,0,0,1
1783788189,938362340,0,8,0,0,0,0,0,1
1783788190,938363072,0,8,0,0,0,0,0,1
1783788191,938361488,0,8,0,0,0,0,0,1
1783788192,938360127,0,8,0,0,0,0,0,1
1783788193,938356396,0,8,0,0,0,0,0,1
1783788194,938355647,0,8,0,0,0,0,0,1
1783788195,938362027,0,8,0,0,0,0,0,1
1783788196,938361963,0,8,0,0,0,0,0,1
1783788197,938360103,0,8,0,0,0,0,0,1
1783788198,938359688,0,8,0,0,0,0,0,1
1783788199,938358402,0,8,0,0,0,0,0,1
1783788200,938353691,0,8,0,0,0,0,0,1
1783788201,938393554,0,8,0,0,0,0,0,1
1783788202,938357677,0,8,0,0,0,0,0,1
1783788203,938363132,0,8,0,0,0,0,0,1
1783788204,938370681,0,8,0,0,0,0,0,1
1783788205,938359749,0,8,0,0,0,0,0,1
1783788206,938361279,0,8,0,0,0,0,0,1
1783788207,938362014,0,8,0,0,0,0,0,1
1783788208,938355786,0,8,0,0,0,0,0,1
1783788209,938358983,0,8,0,0,0,0,0,1
1783788210,938361829,0,8,0,0,0,0,0,1
1783788211,938361194,0,8,0,0,0,0,0,1
1783788212,938353004,0,8,0,0,0,0,0,1
1783788213,938361795,0,8,0,0,0,0,0,1
1783788214,938362642,0,8,0,0,0,0,0,1
1783788215,938361730,0,8,0,0,0,0,0,1
1783788216,938417206,0,8,0,0,0,0,0,1
1783788217,938361091,0,8,0,0,0,0,0,1
1783788218,938358679,0,8,0,0,0,0,0,1
1783788219,938359064,0,8,0,0,0,0,0,1
1783788220,938362449,0,8,0,0,0,0,0,1
1783788221,938357408,0,8,0,0,0,0,0,1
1783788222,938366942,0,8,0,0,0,0,0,1
1783788223,938362068,0,8,0,0,0,0,0,1
1783788224,938366417,0,8,0,0,0,0,0,1
1783788225,938367136,0,8,0,0,0,0,0,1
1783788226,938368615,0,8,0,0,0,0,0,1
1783788227,938361186,0,8,0,0,0,0,0,1
1783788228,938359258,0,8,0,0,0,0,0,1
1783788229,938360626,0,8,0,0,0,0,0,1
1783788230,938361957,0,8,0,0,0,0,0,1
1783788231,938359770,0,8,0,0,0,0,0,1
1783788232,938368528,0,8,0,0,0,0,0,1
1783788233,938403359,0,8,0,0,0,0,0,1
