Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1783836176,139924141,22,0,0,0,0,0.75
1783836177,139930759,22,0,0,0,0,0.25
1783836178,139919618,23,0,0,0,0,0.5
1783836179,139922773,26,0,0,0,0,0.25
1783836180,139932762,29,0,0,0,0,0.5
1783836181,139930029,32,0,0,0,0,1
1783836182,139920908,18,0,0,0,0,0.5
1783836183,139919582,19,1,1,0,0,0.5
1783836184,139919906,26,1,1,0,0,0.5
1783836185,139927044,45,0,0,0,0,0.5
1783836186,139917349,29,0,0,0,0,0.5
1783836187,139919766,43,0,0,0,0,0.25
1783836188,139923386,46,0,0,0,0,0.5
1783836189,139928118,26,0,0,0,0,0.75
1783836190,139929073,35,1,1,0,0,0
1783836191,139919324,28,0,0,0,0,0.5
1783836192,139924815,28,1,0,0,0,0.5
1783836193,139926289,20,0,0,0,0,0.5
1783836194,139916781,37,1,1,0,0,0.75
1783836195,139934088,35,0,0,0,0,0.5
1783836196,139923600,22,0,0,0,0,0.5
1783836197,139933204,31,0,0,0,0,0.5
1783836198,139922660,29,1,1,0,0,0.5
1783836199,139924116,27,0,0,0,0,0.5
1783836200,139931221,27,1,1,0,0,0.75
1783836201,139930234,27,0,0,0,0,0.75
1783836202,139922635,31,0,0,0,0,0.5
1783836203,139922241,32,0,0,0,0,0.75
1783836204,139923976,24,0,0,0,0,0.75
1783836205,139920286,36,1,1,0,0,0.75
1783836206,139921762,26,2,2,0,0,0.5
1783836207,139928406,36,0,0,0,0,0.75
1783836208,139919679,24,0,0,0,0,0.5
1783836209,139918990,24,0,0,0,0,0.5
1783836210,139956633,32,0,0,0,0,0.25
1783836211,139919519,34,0,0,0,0,1
1783836212,139962033,25,0,0,0,0,0.5
1783836213,139929345,25,0,0,0,0,0.25
1783836214,139923361,28,0,0,0,0,0.5
1783836215,139924969,17,0,0,0,0,0.75
1783836216,139923762,32,0,0,0,0,0.5
1783836217,139923019,25,0,0,0,0,0.25
1783836218,139950387,32,0,1,0,0,0.25
1783836219,139924348,28,0,0,0,0,0.5
1783836220,139925272,25,0,0,0,0,0.75
1783836221,139922215,26,0,0,0,0,0.75
